"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality"
"2229",12598,9797,"Emile Albert Pons",0,"Précis Writer","First Division","Précis-Writing Department",1885,1927,9,5,1927,9,24,"French"
"2230",12599,9797,"Emile Albert Pons",0,"Précis Writer","First Division","Précis-Writing Department",1885,1928,8,30,1928,9,23,"French"
"2231",12600,9798,"Henri Pont",0,"Office Keeper","Third Division","Internal Administration",1883,1920,11,15,1940,2,29,"Swiss"
"2232",12601,9798,"Henri Pont",0,"Office Keeper","Third Division","Internal Administration",1883,1946,2,26,1946,7,31,"Swiss"
"2233",12602,9799,"Augusta  Pont",1,"Cleaner","Third Division","Auxiliary Staff",1889,1927,1,1,1939,5,31,"Swiss"
"2234",12603,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Economic Conference",1885,1927,5,3,NA,NA,NA,"British"
"2235",12604,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1885,1927,9,5,1927,9,27,"British"
"2236",12605,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1885,1928,2,20,1928,3,26,"British"
"2237",12606,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1885,1928,9,3,1928,9,26,"British"
"2238",12607,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Conference on Counterfeiting Currency",1885,1929,4,15,NA,NA,NA,"British"
"2239",12608,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1885,1929,8,26,1929,9,25,"British"
"2240",12609,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Conference for the Codification of International Law",1885,1930,3,13,NA,NA,NA,"British"
"2241",12610,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1885,1930,5,8,1930,6,17,"British"
"2242",12611,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1885,1930,9,8,1930,10,4,"British"
"2243",12612,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1885,1938,1,26,1938,2,2,"British"
"2244",12613,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1885,1938,5,9,1938,5,14,"British"
"2245",12614,9801,"Elwin Clifford  Pope",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1885,1938,9,12,1938,9,30,"British"
"2246",12615,10696,"Moira Alexander",1,"Copyist","Second Division","Pool",1895,1923,8,13,1926,11,6,"British"
"2247",12616,9803,"Adrien Porchet-Trombert",0,"Driver","Third Division","Auxiliary Staff",1900,1928,9,3,1928,9,26,"Swiss"
"2248",12617,9804,"Michel Port",0,"Messenger","Second Division","Auxiliary Staff",1916,1936,2,3,1939,12,31,"Swiss"
"2249",12618,9805,"Emile  Portier",0,"Cleaner","Third Division","Auxiliary Staff",1897,1932,2,8,1932,3,18,"Swiss"
"2250",12619,9805,"Emile  Portier",0,"Cleaner","Third Division","Auxiliary Staff",1897,1932,4,11,1932,4,16,"Swiss"
"2251",12620,9806,"Marcel Portier",0,"Messenger","Second Division","Auxiliary Staff",1904,1926,8,30,1928,12,31,"Swiss"
"2252",12621,10696,"Moira Alexander",1,"Copyist","Second Division","Pool",1895,1927,NA,NA,1927,10,31,"British"
"2253",12622,9808,"Robert William Potter",0,"Proof-Reader","Second Division","Printing & Publishing Department",1903,1932,6,6,1932,7,9,"British"
"2254",12623,9808,"Robert William Potter",0,"Proof-Reader","Second Division","Printing & Publishing Department",1903,1932,9,26,1932,10,17,"British"
"2255",12624,10640,"Elsie Elizabeth Ware",1,"Shorthand Typist","Second Division","Disarmament Section",1906,1930,8,18,1933,1,31,"British"
"2256",12627,10696,"Moira Alexander",1,"Copyist","Second Division","Pool",1895,1928,NA,NA,1928,9,26,"British"
"2257",12628,10696,"Moira Alexander",1,"Copyist","Second Division","Pool",1895,1929,NA,NA,1929,9,21,"British"
"2258",12629,9810,"Madeleine Poulaine née Chouillet",1,"Stenographer","Second Division","Paris Office",1893,1921,4,4,1921,6,30,"French"
"2259",12630,9811,"Horace de Pourtales",0,"Personal Assistant","First Division","Secretary-General's Office",1889,1922,8,21,1922,11,30,"Swiss"
"2260",12643,8712,"Muriel Beatrice George",1,"Stenographer","Second Division","General Assemblies Staff",1897,1924,4,20,NA,NA,NA,"British"
"2261",12644,8712,"Muriel Beatrice George",1,"Stenographer","Second Division","General Assemblies Staff",1897,1925,9,28,1925,10,31,"British"
"2262",12645,8712,"Muriel Beatrice George",1,"Stenographer","Second Division","General Assemblies Staff",1897,1926,7,21,1927,1,31,"British"
"2263",12646,10703,"Muriel Edith Jenkins",1,"Shorthand Typist","Second Division","Pool",1913,1938,6,21,1938,6,30,"British"
"2264",12647,10645,"Muriel Evelyn Dorothy Watson",1,"Shorthand Typist","Second Division","Pool",1914,1938,9,12,1939,4,30,"British"
"2265",12648,11071,"Muriel Grace Recano",1,"Secretary","Secretary","Pool",1888,1920,4,30,1921,1,1,"British"
"2266",12649,11071,"Muriel Grace Recano",1,"Secretary","Secretary","Pool",1888,1921,1,1,1922,3,14,"British"
"2267",12650,9819,"Ernest  Prevosto",0,"Relieur","Third Division","Library",1901,1937,10,4,1946,7,31,"Swiss"
"2268",12651,9820,"Alexandre Charles Pritchard",0,"Proof-Reader","Second Division","Printing & Publishing Department",1897,1935,5,10,1935,7,9,"British"
"2269",12652,9821,"Yvonne  Privat née Bouvier",1,"Assistant","Second Division","Registry",1891,1921,2,1,1927,3,31,"Swiss"
"2270",12653,9822,"Renée Hélène  Prodhomme",1,"Précis Writer","First Division","Précis-Writing Department",1894,1925,7,27,1925,7,31,"French"
"2271",12655,9824,"Ernest  Pronier",0,"Clerk","Second Division","Distribution of Documents",1890,1925,9,5,NA,NA,NA,"Swiss"
"2272",12656,9825,"René Charles Henri Proth",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1891,1930,9,10,1930,10,4,"French"
"2273",12657,9825,"René Charles Henri Proth",0,"Verbatim Reporter","Second Division","Précis-Writing Department",1891,1930,11,6,1930,11,11,"French"
"2274",12661,9828,"Ann Purves",1,"Junior Clerk","Second Division","Treasury",NA,1946,4,5,1946,4,18,"British"
"2275",12664,9830,"Alexandre Joseph Putallaz",0,"Messenger","Second Division","Auxiliary Staff",1881,1920,11,1,1940,1,31,"Swiss"
"2276",12665,9830,"Alexandre Joseph Putallaz",0,"Cleaner","Third Division","Auxiliary Staff",1881,1945,8,6,1946,4,5,"Swiss"
"2277",12666,9830,"Alexandre Joseph Putallaz",0,"Messenger","Second Division","Auxiliary Staff",1881,1946,4,6,1946,7,31,"Swiss"
"2278",12667,9831,"Ella Dawson",1,"Senior Assistant","First Division","Internal Control",1871,1920,7,12,1932,10,11,"British"
"2279",12668,10092,"Muriel Sordes Ellis",1,"Copyist","Second Division","Pool",1900,1927,2,1,1927,2,13,"British"
"2280",12669,9832,"Kathleen Violet Dawson",1,"Copyist","Second Division","Economic Conference",1895,1927,4,6,NA,NA,NA,"British"
"2281",12670,10092,"Muriel Sordes Ellis",1,"Stenographer","Second Division","Pool",1900,1946,4,6,1946,4,18,"British"
"2282",12671,9832,"Kathleen Violet Dawson",1,"Copyist","Second Division","Conference on the Abolition of Prohibitions and Restrictions on Imports and Exports",1895,1928,6,19,1928,7,15,"British"
"2283",12672,9832,"Kathleen Violet Dawson",1,"Copyist","Second Division","Duplicating & Multigraph Service",1895,1928,10,15,1928,12,31,"British"
"2284",12673,10455,"Nancy Margaret Taylor",1,"Shorthand Typist","Second Division","Pool",1901,1930,9,10,1930,11,15,"British"
"2285",12674,10455,"Nancy Margaret Taylor",1,"Shorthand Typist","Second Division","Pool",1901,1936,9,28,1936,10,10,"British"
"2286",12675,9832,"Kathleen Violet Dawson",1,"Copyist","Second Division","Duplicating & Multigraph Service",1895,1930,2,24,1930,6,7,"British"
"2287",12676,10439,"Nancy Turner",1,"Copyist","Second Division","Pool",1906,1930,8,1,1931,8,16,"British"
"2288",12677,10439,"Nancy Turner",1,"Copyist","Second Division","Pool",1906,1935,7,1,1942,5,31,"British"
"2289",12678,9832,"Kathleen Violet Dawson",1,"Copyist","Second Division","Duplicating & Multigraph Service",1895,1931,1,5,1931,2,1,"British"
"2290",12679,9833,"Grace Isabella Day",1,"Head of Service","Second Division","Duplicating & Multigraph Service",1885,1919,6,30,1940,5,31,"British"
"2291",12680,9834,"Marguerite Emily Day",1,"Assistant","Second Division","Library",1890,1919,7,9,1921,11,15,"British"
"2292",12681,10648,"Ermyntrude Winifred Watson",1,"Shorthand Typist","Second Division","Information Section",1897,1928,5,7,1929,6,30,"British"
"2293",12682,9835,"Irene Florence Redmore  Dealler née Stallard",1,"Assistant Secretary","Second Division","Economic and Financial Section",1895,1922,5,1,1924,3,31,"British"
"2294",12683,10439,"Nancy Turner",1,"Secretary-Shorthand-Typist","Second Division","Health Section",1906,1942,6,1,1946,8,31,"British"
"2295",12684,9836,"Dorothy Mary Deans",1,"Assistant","Second Division","Registry",1894,1920,10,18,1922,10,12,"British"
"2296",12685,10648,"Ermyntrude Winifred Watson",1,"Shorthand Typist","Second Division","Information Section",1897,1929,7,1,1938,7,31,"British"
"2297",12686,9837,"Yvonne Madeleine  Debacq",1,"Junior Assistant","Second Division","Economic and Financial Section",1891,1929,1,1,1933,11,15,"French"
"2298",12687,9838,"Léon Debaud",0,"Messenger","Second Division","Auxiliary Staff",1902,1929,8,26,1929,9,28,"French"
"2299",12688,9838,"Léon Debaud",0,"Messenger","Second Division","Auxiliary Staff",1902,1930,1,13,193,1,16,"French"
"2300",12689,9838,"Léon Debaud",0,"Messenger","Second Division","Auxiliary Staff",1902,1930,6,26,1930,10,26,"French"
"2301",12690,9838,"Léon Debaud",0,"Messenger","Second Division","Auxiliary Staff",1902,1934,9,5,1934,9,28,"French"
"2302",12691,9838,"Léon Debaud",0,"Messenger","Second Division","Auxiliary Staff",1902,1935,4,1,1940,11,30,"French"
"2303",12692,9838,"Léon Debaud",0,"Messenger","Second Division","Auxiliary Staff",1902,1944,6,19,1946,7,31,"French"
"2304",12696,10759,"Nancy Williams",1,"Shorthand Typist","Second Division","Pool",1891,1920,10,14,1921,8,6,"British"
"2305",12697,10759,"Nancy Williams",1,"Shorthand Typist","Second Division","Pool",1891,1921,8,7,1921,8,31,"British"
"2306",12698,10654,"Nancy Winifred Webb",1,"Typist","Second Division","Pool",1901,1927,10,17,1928,3,31,"British"
"2307",12699,9841,"Roger Alban Defontaine",0,"Clerk","Second Division","Distribution of Documents",1905,1927,4,2,1927,6,4,"French"
"2308",12700,9841,"Roger Alban Defontaine",0,"Clerk","Second Division","Distribution of Documents",1905,1927,9,1,1927,9,27,"French"
"2309",12701,9841,"Roger Alban Defontaine",0,"Clerk","Second Division","Registry",1905,1927,10,1,1940,8,31,"French"
"2310",12702,9842,"Suzanne Degener-Boening",1,"Précis Writer","First Division","Economic Conference",1888,1928,6,18,1928,6,30,"French"
"2311",12703,9843,"Jean Claudius Degiorgis",0,"Messenger","Second Division","Distribution of Documents",1908,1931,5,11,1931,5,24,"Swiss"
"2312",12704,9843,"Jean Claudius Degiorgis",0,"Messenger","Second Division","European Conference on Road Traffic",1908,131,3,16,1931,3,3,"Swiss"
"2313",12705,9844,"Laure Dehanne née Robert",1,"Duplicator Operator","Second Division","Duplicating & Multigraph Service",1899,1920,11,11,NA,NA,NA,"Swiss"
"2314",12706,9844,"Laure Dehanne née Robert",1,"Duplicating Operator","Second Division","Duplicating & Multigraph Service",1899,1921,1,14,1940,10,31,"Swiss"
"2315",12707,9844,"Laure Dehanne née Robert",1,"Duplicating Operator","Second Division","Duplicating & Multigraph Service",1899,1946,3,8,1946,7,31,"Swiss"
"2316",12708,9845,"Rose Dehanne",1,"Clerk","Second Division","Financial Section & Economic Intelligence Service",1905,1928,8,15,1940,5,17,"Swiss"
"2317",12709,9845,"Rose Dehanne",1,"Clerk","Second Division","Financial Section & Economic Intelligence Service",1905,1940,6,10,1940,6,15,"Swiss"
"2318",12710,9845,"Rose Dehanne",1,"Clerk","Second Division","Financial Section & Economic Intelligence Service",1905,1941,8,7,1946,7,31,"Swiss"
"2319",12711,9846,"Suzanne Dehanne-Mathey",1,"Copyist","Second Division","Duplicating & Multigraph Service",1908,1930,4,28,1930,12,9,"Swiss"
"2320",12712,9846,"Suzanne Dehanne-Mathey",1,"Copyist","Second Division","Duplicating & Multigraph Service",1908,1932,2,2,1932,3,18,"Swiss"
"2321",12713,9846,"Suzanne Dehanne-Mathey",1,"Copyist","Second Division","Duplicating & Multigraph Service",1908,1936,9,21,1936,10,10,"Swiss"
"2322",12714,9846,"Suzanne Dehanne-Mathey",1,"Copyist","Second Division","Duplicating & Multigraph Service",1908,1937,5,24,1937,10,6,"Swiss"
"2323",12715,10024,"Nesti J. M.  Sanders",1,"Clerk","Second Division","Health Section",1896,1923,10,4,1923,10,10,"British"
"2324",12716,9848,"Henri Delabays",0,"Cleaner","Third Division","Auxiliary Staff",1899,1932,1,25,1932,1,30,"Swiss"
"2325",12717,9849,"Marie Delabays",1,"Cleaner","Third Division","Auxiliary Staff",1890,1921,4,5,NA,NA,NA,"Swiss"
"2326",12718,9849,"Marie Delabays",1,"Cleaner","Third Division","Auxiliary Staff",1890,1927,1,1,1930,8,12,"Swiss"
"2327",12719,9850,"Elisabeth Delannoy",1,"Duplicating Operator","Second Division","Paris Office",1890,1931,2,23,NA,NA,NA,"French"
"2328",12720,9850,"Elisabeth Delannoy",1,"Member of Section","First Division","Economic and Financial Section",1890,1931,7,6,NA,NA,NA,"French"
"2329",12721,10507,"Norah Stuart Traill",1,"Shorthand Typist","Second Division","Pool",1892,1920,10,27,NA,NA,NA,"British"
"2330",12722,9852,"Geneviève Delaune-Laverrière",1,"Secretary Shorthand-Typist","Second Division","Washington Labour Conference",NA,1919,10,NA,NA,NA,NA,"French"
"2331",12723,9853,"John Snelgrove de Laroque",0,"Assistant","Second Division","Internal Control",1912,1939,4,3,1941,4,18,"British"
"2332",12724,9853,"John Snelgrove de Laroque",0,"Accountant","Second Division","London Office",1912,1941,8,1,1941,10,31,"British"
"2333",12725,9854,"Emile Delavenay",0,"Assistant","Second Division","Précis-Writing Department",1905,1926,9,6,1926,9,25,"French"
"2334",12726,9854,"Emile Delavenay",0,"Précis Writer","First Division","Précis-Writing Department",1905,1926,8,3,1926,8,6,"French"
"2335",12727,10507,"Norah Stuart Traill",1,"Shorthand Typist","Second Division","Pool",1892,1921,9,3,NA,NA,NA,"British"
"2336",12728,10661,"Eileen Edith Mary Webster née Shanahan",1,"Shorthand Typist","Second Division","Social Questions and Opium Traffic Section",1901,1935,6,1,1936,2,16,"British"
"2337",12730,10507,"Norah Stuart Traill",1,"Shorthand Typist","Second Division","Pool",1892,1922,8,28,NA,NA,NA,"British"
"2338",12731,9858,"Fernand Delesderrier",0,"Messenger","Second Division","Auxiliary Staff",1910,1931,8,31,1931,9,29,"Swiss"
"2339",12732,9858,"Fernand Delesderrier",0,"Cyclist","Third Division","Auxiliary Staff",1910,1932,1,25,1932,7,23,"Swiss"
"2340",12733,9859,"Aurélia Delez",1,"Clerk","Second Division","Internal Control",1909,1930,2,27,1930,4,30,"Swiss"
"2341",12734,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1921,9,28,1921,10,28,"British"
"2342",12735,9861,"James Delfino",0,"Typewriter Mechanic","Second Division","Technical Service",1888,1936,12,10,1940,6,14,"Swiss"
"2343",12736,9862,"Lucien Delieutraz",0,"Lon Corrector","Second Division","Printing & Publishing Department",1871,1923,11,26,1923,12,31,"Swiss"
"2344",12737,9862,"Lucien Delieutraz",0,"Lon Corrector","Second Division","Printing & Publishing Department",1871,1924,7,18,1924,10,4,"Swiss"
"2345",12738,9862,"Lucien Delieutraz",0,"Lon Corrector","Second Division","Printing & Publishing Department",1871,125,5,29,1925,6,9,"Swiss"
"2346",12739,9863,"René  Delisle",0,"Draughtsman","Third Division","League of Nations",1905,1943,8,23,1943,9,30,"Swiss"
"2347",12742,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1923,8,13,NA,NA,NA,"British"
"2348",12743,9867,"Jules Deluche",0,"Proof-Reader","Second Division","Printing & Publishing Department",1856,1926,9,6,1926,9,29,"Swiss"
"2349",12744,9867,"Jules Deluche",0,"Proof-Reader","Second Division","Printing & Publishing Department",1856,1927,9,5,1927,9,27,"Swiss"
"2350",12745,9867,"Jules Deluche",0,"Proof-Reader","Second Division","Printing & Publishing Department",1856,1927,11,14,1927,12,13,"Swiss"
"2351",12746,9869,"Marguerite Marcelle Demartines",1,"Copyholder","Second Division","Printing & Publishing Department",1905,1924,11,4,1930,10,31,"Swiss"
"2352",12747,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1924,9,1,1924,10,2,"British"
"2353",12748,9871,"Louis Francis  Demolis",0,"Gardener","Third Division","Auxiliary Staff",1909,1937,5,1,1946,7,31,"French"
"2354",12749,9872,"Georges Léon César Demolon",0,"Chief Translator","First Division","Brussels Conference",1886,1920,9,NA,1920,9,NA,"French"
"2355",12750,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1925,9,7,1925,9,27,"British"
"2356",12751,9872,"Georges Léon César Demolon",0,"Head of Service","Second Division","Translation",1886,1920,11,13,1939,9,20,"French"
"2357",12752,9872,"Georges Léon César Demolon",0,"Translator","First Division","Translation",1886,NA,NA,NA,1946,4,17,"French"
"2358",12753,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1926,9,6,1926,9,26,"British"
"2359",12755,9875,"Jeanne Cécile Denervaud",1,"Tea Messenger","Third Division","Auxiliary Staff",1913,1938,11,3,1939,1,15,"Swiss"
"2360",12756,9876,"Geoffrey Pomeroy  Dennis",0,"Chief Translator","First Division","Translation",1892,1920,4,15,131,10,15,"British"
"2361",12757,9876,"Geoffrey Pomeroy  Dennis",0,"Chief of Service","Second Division","Distribution of Documents",1892,1931,10,16,1937,10,31,"British"
"2362",12758,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1927,9,5,1927,9,27,"British"
"2363",12759,9878,"Albert Dentan",0,"Assistant","Second Division","League of Nations",NA,1933,4,1,1933,6,30,"Swiss"
"2364",12760,9879,"Jane Dentan",1,"Sorter","Third Division","Duplicating & Multigraph Service",1915,1936,9,21,1936,10,10,"Swiss"
"2365",12761,9879,"Jane Dentan",1,"Sorter","Third Division","Duplicating & Multigraph Service",1915,1937,1,21,1937,1,27,"Swiss"
"2366",12762,9879,"Jane Dentan",1,"Sorter","Third Division","Duplicating & Multigraph Service",1915,1937,9,13,1937,10,6,"Swiss"
"2367",12763,9879,"Jane Dentan",1,"Sorter","Third Division","Duplicating & Multigraph Service",1915,1938,1,26,1938,2,2,"Swiss"
"2368",12764,9879,"Jane Dentan",1,"Sorter","Third Division","Duplicating & Multigraph Service",1915,1938,5,9,1938,5,14,"Swiss"
"2369",12765,9879,"Jane Dentan",1,"Sorter","Third Division","Duplicating & Multigraph Service",1915,1938,9,9,1938,9,30,"Swiss"
"2370",12766,9879,"Jane Dentan",1,"Sorter","Third Division","Duplicating & Multigraph Service",1915,1939,12,11,1939,12,15,"Swiss"
"2371",12768,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1928,9,3,1928,9,25,"British"
"2372",12769,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1929,9,2,1929,9,25,"British"
"2373",12770,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1930,9,10,1930,10,4,"British"
"2374",12771,9882,"Louis Deriaz",0,"Cleaner","Third Division","Auxiliary Staff",1891,1935,2,4,1935,2,16,"Swiss"
"2375",12772,9883,"J. Kohler",0,"Driver","Third Division","Auxiliary Staff",1902,1925,9,7,NA,NA,NA,"Swiss"
"2376",12774,9886,"Edouard Kolb",0,"Driver","Third Division","Auxiliary Staff",1900,1929,9,2,1929,9,28,"Swiss"
"2377",12775,9886,"Edouard Kolb",0,"Driver","Third Division","Auxiliary Staff",1900,1929,11,7,1929,11,9,"Swiss"
"2378",12776,9886,"Edouard Kolb",0,"Driver","Third Division","Auxiliary Staff",1900,1931,9,7,1931,9,29,"Swiss"
"2379",12777,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1931,9,7,1931,9,27,"British"
"2380",12779,9889,"Henri Jean Maurice Derminon",0,"Cleaner","Third Division","Auxiliary Staff",1900,1920,11,17,1946,7,31,"French"
"2381",12780,9890,"Marie Josephine Mathilde  Derminon née Sarteur",1,"Cleaner","Third Division","Auxiliary Staff",1897,1932,2,6,1946,7,31,"French"
"2382",12781,9891,"Marie Henriette Derminon-Lederrey",1,"Cleaner","Third Division","Auxiliary Staff",1876,1921,1,24,1940,1,31,"French"
"2383",12782,10718,"Norah Wightman",1,"Shorthand Typist","Second Division","Pool",1897,1932,9,26,1932,10,14,"British"
"2384",12783,10565,"Norah Winifred  Venables",1,"Shorthand Typist","Second Division","Pool",1889,1920,6,22,1930,12,31,"British"
"2385",12784,9893,"Louis Deschamps",0,"Driver","Third Division","Auxiliary Staff",1887,1928,9,3,1928,9,26,"Swiss"
"2386",12785,10565,"Norah Winifred  Venables",1,"Secretary Shorthand-Typist","Second Division","Pool",1889,1934,1,1,1939,9,8,"British"
"2387",12786,9254,"Noreen Stéphanie Kelleher",1,"Copyist","Second Division","Pool",1914,1936,1,2,1940,11,30,"British"
"2388",12787,9895,"Emilia Desclouds",1,"Tea Messenger","Third Division","Auxiliary Staff",1913,1937,10,11,1939,12,31,"Swiss"
"2389",12788,9896,"Paul Descloux",0,"Office Keeper","Third Division","Internal Administration",1899,1932,1,18,1932,7,22,"Swiss"
"2390",12789,9896,"Paul Descloux",0,"Office Keeper","Third Division","Internal Administration",1899,1936,2,3,1940,8,15,"Swiss"
"2391",12790,9897,"Louise Descoeudres",1,"Messenger","Second Division","Auxiliary Staff",1895,1924,6,10,1924,6,21,"Swiss"
"2392",12791,10346,"Olave Yorke",1,"Shorthand Typist","Second Division","Pool",1884,1923,7,16,1928,3,15,"British"
"2393",12792,9898,"Alphonse Descombes",0,"Translator","First Division","Economic Conference",1883,1927,5,2,NA,NA,NA,"British"
"2394",12793,10346,"Olave Yorke",1,"Secretary","First Division","Pool",1884,1928,3,15,1931,7,1,"British"
"2395",12794,10346,"Olave Yorke",1,"Bilingual Shorthand-Typist","Second Division","Pool",1884,1931,7,1,1939,6,8,"British"
"2396",12795,9353,"Phyllis Miron",1,"Shorthand Typist","Second Division","Pool",1907,1933,9,25,1933,9,30,"British"
"2397",12796,9900,"Léon Desgraz",0,"Messenger","Second Division","Auxiliary Staff",1906,1925,4,20,1928,12,31,"Swiss"
"2398",12797,10141,"Phyllis Savage",1,"Stenographer","Second Division","Pool",NA,1946,4,6,1946,4,18,"British"
"2399",12798,9902,"Philippe Deshusses",0,"Proof-Reader","Second Division","Printing & Publishing Department",1903,1929,4,15,1934,12,31,"Swiss"
"2400",12799,9903,"Laurent Francois Deslarzes",0,"Messenger","Second Division","Auxiliary Staff",1907,1926,9,3,1934,1,31,"Swiss"
"2401",12801,9905,"Jean Jules Achille Desplanque",0,"Translator","First Division","Précis-Writing Department",1888,1938,9,13,1938,9,30,"French"
"2402",12802,9622,"Raoul Perdreau",0,"Translator","First Division","General Assemblies Staff",1885,1922,2,28,NA,NA,NA,"British"
"2403",12803,9906,"Georges Detot",0,"Shorthand Précis Writer","Second Division","Council",1879,1921,10,6,NA,NA,NA,"French"
"2404",12804,9906,"Georges Detot",0,"Shorthand Précis Writer","Second Division","Council",1879,1922,5,11,NA,NA,NA,"French"
"2405",12805,9646,"Rita Peters",1,"Stenographer","Second Division","Pool",NA,1920,7,16,1920,12,NA,"British"
"2406",12806,11389,"Roberds",1,"Stenographer","Second Division","Pool",NA,NA,NA,NA,NA,NA,NA,"British"
"2407",12807,10234,"Soura Shabaz",1,"Shorthand Typist","Second Division","Pool",1915,1936,9,28,1936,10,9,"British"
"2408",12808,10209,"Spencer Greville Searl",0,"Proof-Reader","Second Division","Pool",1888,1927,5,1,1927,5,31,"British"
"2409",12809,9907,"Lina Detraz",1,"Cleaner","Third Division","Auxiliary Staff",1906,1937,9,22,1937,10,5,"Swiss"
"2410",12810,9907,"Lina Detraz",1,"Cleaner","Third Division","Auxiliary Staff",1906,1938,5,3,1938,6,22,"Swiss"
"2411",12811,9907,"Lina Detraz",1,"Cleaner","Third Division","Auxiliary Staff",1906,1938,9,1,1938,9,30,"Swiss"
"2412",12812,9908,"Alfred Deurin",0,"Cleaner","Third Division","Auxiliary Staff",1877,1931,1,14,1940,3,31,"Swiss"
"2413",12813,9909,"Augusta Deurin",1,"Cleaner","Third Division","Auxiliary Staff",1889,1921,5,12,NA,NA,NA,"Swiss"
"2414",12814,9909,"Augusta Deurin",1,"Cleaner","Third Division","Auxiliary Staff",1889,1927,1,1,1929,3,31,"Swiss"
"2415",12815,11063,"Susie Reader",1,"Stenographer","Second Division","Pool",1880,1925,9,7,NA,NA,NA,"British"
"2416",12816,10695,"Bertha Grace Alexander",1,"Shorthand Typist","Second Division","Communication/Transit Services",1892,1922,1,22,1923,8,15,"British"
"2417",12817,10695,"Bertha Grace Alexander",1,"Shorthand Typist","Second Division","Stenographic Services",1892,1922,1,22,1923,8,15,"British"
"2418",12818,10928,"Sybil Josephine Atkins",1,"Copyist","Second Division","Pool",1898,1928,2,1,1929,1,31,"British"
"2419",12819,9911,"Agathe Martine Devaud",1,"Cleaner","Third Division","Auxiliary Staff",1909,1938,9,1,1938,9,30,"Swiss"
"2420",12820,9912,"Rachel Devaud",1,"Cleaner","Third Division","Auxiliary Staff",1904,1937,9,9,1937,10,6,"Swiss"
"2421",12821,9912,"Rachel Devaud",1,"Cleaner","Third Division","Auxiliary Staff",1904,1938,1,26,1938,2,2,"Swiss"
"2422",12822,9912,"Rachel Devaud",1,"Cleaner","Third Division","Auxiliary Staff",1904,1938,4,12,1938,9,30,"Swiss"
"2423",12823,10928,"Sybil Josephine Atkins",1,"Copyist","Second Division","Pool",1898,1930,8,9,1935,1,31,"British"
"2424",12824,9913,"Paul Devinat",0,"Translator","First Division","Translation",1890,1921,1,1,1921,11,15,"French"
"2425",12825,9914,"Léon Dezaire",0,"Driver","Third Division","Auxiliary Staff",1899,1925,7,3,1925,12,15,"French"
"2426",12826,9914,"Léon Dezaire",0,"Driver","Third Division","Auxiliary Staff",1899,1926,3,8,1926,9,NA,"French"
"2427",12827,9914,"Léon Dezaire",0,"Driver","Third Division","Auxiliary Staff",1899,1927,4,20,1927,12,12,"French"
"2428",12828,9914,"Léon Dezaire",0,"Driver","Third Division","Auxiliary Staff",1899,1928,2,20,1928,10,5,"French"
"2429",12829,9914,"Léon Dezaire",0,"Driver","Third Division","Auxiliary Staff",1899,1929,4,15,1929,10,5,"French"
"2430",12830,9914,"Léon Dezaire",0,"Driver","Third Division","Auxiliary Staff",1899,1930,2,17,1930,10,14,"French"
"2431",12831,11088,"Sylvia Latham",1,"Copyist","Second Division","Pool",NA,1946,4,6,1946,4,18,"British"
"2432",12832,10476,"Una Gauntlett Thomas",1,"Shorthand Typist","Second Division","Pool",1885,1920,10,27,NA,NA,NA,"British"
"2433",12833,9917,"M. Didelot",1,"Secretary Shorthand-Typist","Second Division","London Office",NA,1919,7,24,NA,NA,NA,"French"
"2434",12834,9918,"Yvonne Didelot",1,"Secretary Shorthand-Typist","Second Division","Information Section",1898,1920,4,26,1939,6,30,"French"
