"","X","id","pname","gender","fname","canonical_fname","oname","born_on_year","begin_on_year","begin_on_month","begin_on_day","end_on_year","end_on_month","end_on_day","nationality","fname_code"
"403",13416,9786,"Geneviève Marie Poirier",1,"Shorthand Typist","Second Division","Pool",1901,1925,9,7,NA,NA,NA,"French",4
"404",13425,9906,"Georges Detot",0,"Shorthand Précis Writer","Second Division","General Assemblies Staff",1879,1921,9,4,NA,NA,NA,"French",7
"405",13426,10241,"Daphne Elisabeth Shelmerdine",1,"Stenographer","Second Division","Economic Conference",1900,1927,5,4,NA,NA,NA,"English",4
"406",13429,9906,"Georges Detot",0,"Shorthand Précis Writer","Second Division","General Assemblies Staff",1879,1922,9,3,NA,NA,NA,"French",7
"407",13430,9906,"Georges Detot",0,"Shorthand Précis Writer","Second Division","General Assemblies Staff",1879,1923,9,3,NA,NA,NA,"French",7
"408",13432,9906,"Georges Detot",0,"Shorthand Précis Writer","Second Division","General Assemblies Staff",1879,1924,9,14,NA,NA,NA,"French",7
"409",13433,9906,"Georges Detot",0,"Shorthand Précis Writer","Second Division","General Assemblies Staff",1879,1925,9,6,NA,NA,NA,"French",7
"410",13434,9191,"Georges Kaminker",0,"Interpreter","First Division","Pool",NA,1946,4,5,NA,NA,NA,"French",7
"411",13439,10247,"Fernande Sicilia",1,"Messenger","Second Division","Duplicating & Multigraph Service",1912,1926,8,30,NA,NA,NA,"Swiss",3
"412",13446,9999,"Georgette Duqueux",1,"Messenger","Second Division","General Assemblies Staff",1909,1924,9,1,NA,NA,NA,"French",3
"413",13450,10253,"Raissa Silberstein",0,"Clerk","Second Division","Distribution of Documents",1901,1925,8,31,NA,NA,NA,"Swiss",4
"414",13465,10265,"L. Singy",1,"Messenger","Second Division","Duplicating & Multigraph Service",NA,1922,9,6,NA,NA,NA,"",3
"415",13480,10270,"Cornelia Johannes Slager",0,"Messenger","Second Division","Conference for the Codification of International Law",1908,1930,3,13,NA,NA,NA,"Dutch",3
"416",13497,9969,"Héléne Ducrot",1,"Shorthand Typist","Second Division","Pool",1891,1922,9,1,NA,NA,NA,"French",4
"417",13499,9969,"Héléne Ducrot",1,"Shorthand Typist","Second Division","Pool",1891,NA,2,9,NA,NA,NA,"French",4
"418",13500,10275,"Elisabeth Abigael Slot",1,"Messenger","Second Division","Conference for the Codification of International Law",1907,1930,3,17,NA,NA,NA,"Dutch",3
"419",13501,9969,"Héléne Ducrot",1,"Shorthand Typist","Second Division","Pool",1891,1925,6,7,NA,NA,NA,"French",4
"420",13505,9847,"Henriette Lucie  Delbarre",1,"Shorthand Typist","Second Division","Pool",1875,1924,9,1,NA,NA,NA,"French",4
"421",13509,8886,"Jacques André William Guilloux",0,"Interpreter","First Division","General Assemblies Staff",1893,1930,9,15,NA,NA,NA,"French",7
"422",13522,10290,"Charlotte  Soffray",1,"Assistant Head of Office","Second Division","London Office",1896,1919,7,21,NA,NA,NA,"French",4
"423",13541,9785,"Jeanne  Pointeau",1,"Stenographer","Second Division","General Assemblies Staff",NA,1922,8,28,NA,NA,NA,"French",4
"424",13548,10303,"Doris Winifred  Southcombe",1,"Clerk","Second Division","Distribution of Documents",1896,1924,8,15,NA,NA,NA,"English",4
"425",13558,10308,"Raymond Soyer",0,"Clerk Messenger","Third Division","Distribution of Documents",1886,1925,8,31,NA,NA,NA,"French",2
"426",13563,10314,"Petrouella Johanna Spek",1,"Messenger","Second Division","Duplicating & Multigraph Service",1905,1930,3,13,NA,NA,NA,"Dutch",3
"427",13564,10315,"Ida Spellman",1,"Member of Section","First Division","Economic and Financial Section",NA,1919,9,8,NA,NA,NA,"",8
"428",13566,10317,"Catherine  Spetter née Kossmann",1,"Translator","First Division","Translation",1887,1921,7,16,NA,NA,NA,"Russian",7
"429",13568,8626,"Jeanne Fornero-Chappaz",1,"Shorthand Typist","Second Division","General Assemblies Staff",1894,1925,9,7,NA,NA,NA,"French",4
"430",13571,10321,"Cecile Spillmann",1,"Messenger","Second Division","Duplicating & Multigraph Service",1908,1926,3,8,NA,NA,NA,"Swiss",3
"431",13574,10324,"Spurr",1,"Typist","Second Division","Duplicating & Multigraph Service",NA,1920,10,4,NA,NA,NA,"English",4
"432",13584,9213,"Miss Suzanne Isoupet",1,"Shorthand Typist","Second Division","Economic Conference",1900,1927,5,4,NA,NA,NA,"French",4
"433",13588,8962,"Jeanne Mamet",1,"Typist","Second Division","Pool",NA,1922,9,3,NA,NA,NA,"French",4
"434",13635,10246,"Juliette Sibert",1,"Stenographer","Second Division","Pool",1889,1921,9,2,NA,NA,NA,"French",4
"435",13636,10246,"Juliette Sibert",1,"Stenographer","Second Division","Pool",1889,1922,8,28,NA,NA,NA,"French",4
"436",13639,10246,"Juliette Sibert",1,"Stenographer","Second Division","Pool",1889,1923,9,5,NA,NA,NA,"French",4
"437",13640,10365,"Constance Etienne",1,"Messenger","Second Division","Duplicating & Multigraph Service",1909,1925,9,7,NA,NA,NA,"Swiss",3
"438",13646,10372,"Georges Etter",0,"Driver","Third Division","Auxiliary Staff",1903,1928,8,31,1828,9,28,"Swiss",1
"439",13647,10246,"Juliette Sibert",1,"Shorthand Typist","Second Division","Pool",1889,1925,6,7,NA,NA,NA,"French",4
"440",13657,10381,"Paul Maurice Excoffier",0,"Messenger","Second Division","Auxiliary Staff",1907,1926,9,6,NA,NA,NA,"French",3
"441",13678,10246,"Juliette Sibert",1,"Shorthand Typist","Second Division","Pool",1889,1925,9,7,NA,NA,NA,"French",4
"442",13689,10396,"Yvonne Excoffier",1,"Messenger","Second Division","Duplicating & Multigraph Service",1902,1924,9,1,NA,NA,NA,"French",3
"443",13695,8809,"L.  Graham-Seatoun",1,"Shorthand Typist","Second Division","Pool",NA,1921,8,24,NA,NA,NA,"French",4
"444",13708,8809,"L.  Graham-Seatoun",1,"Shorthand Typist","Second Division","Pool",NA,1924,9,1,NA,NA,NA,"French",4
"445",13716,10415,"René-Louis Stoller",0,"Messenger","Second Division","Auxiliary Staff",1917,1936,2,3,NA,NA,NA,"Swiss",3
"446",13719,10418,"René  Stordiau",0,"Draughtsman","Third Division","Draughting Section",1897,1927,3,15,1828,6,22,"",2
"447",13723,11463,"Léon Eugène Robert",0,"Verbatim Reporter","Second Division","Pool",1872,1925,9,20,NA,NA,NA,"French",4
"448",13736,9877,"Loetitia Denoel",1,"Shorthand Typist","Second Division","Pool",NA,1922,9,1,NA,NA,NA,"French",4
"449",13742,9348,"Louis Joseph Millet",0,"Cyclist","Third Division","General Assemblies Staff",1903,1921,9,1,NA,NA,NA,"French",1
"450",13758,11014,"Lucie Constance Fanny Rousseau",1,"Shorthand Typist","Second Division","Pool",1904,1926,9,6,NA,NA,NA,"French",4
"451",13773,11014,"Lucie Constance Fanny Rousseau",1,"Shorthand Typist","Second Division","Pool",1904,NA,NA,NA,NA,NA,NA,"French",4
"452",13780,10781,"Lucien Wolff",0,"Translator","First Division","General Assemblies Staff",1880,1922,8,24,NA,NA,NA,"French",7
"453",13781,10781,"Lucien Wolff",0,"Translator","First Division","General Assemblies Staff",1880,1923,8,20,NA,NA,NA,"French",7
"454",13788,10781,"Lucien Wolff",0,"Translator","First Division","General Assemblies Staff",1880,1924,8,21,NA,NA,NA,"French",7
"455",13789,10781,"Lucien Wolff",0,"Translator","First Division","General Assemblies Staff",1880,1925,8,25,NA,NA,NA,"French",7
"456",13791,10781,"Lucien Wolff",0,"Translator","First Division","General Assemblies Staff",1880,1926,8,31,NA,NA,NA,"French",7
"457",13816,12176,"Madeleine Bassard",1,"Typist","Second Division","General Assemblies Staff",1891,NA,NA,NA,NA,NA,NA,"French",4
"458",13820,10478,"Edouard Thommen",0,"Translator","First Division","Labour Conference At Washington",1880,1919,10,6,NA,NA,NA,"Swiss",7
"459",13821,10479,"Janet Peace Thompson",1,"Senior Assistant","First Division","Registry",1900,1925,3,23,1827,12,31,"English",6
"460",13829,10484,"Maurice Ch. A.  Thudichum",0,"Interpreter","First Division","Labour Conference At Washington",1890,1919,10,8,NA,NA,NA,"Swiss",7
"461",13835,10487,"A. Tinguely",0,"Driver","Third Division","Economic Conference",NA,1927,5,4,NA,NA,NA,"Swiss",1
"462",13842,11261,"Marcelle l'Huillier",1,"Duplicating Operator","Second Division","Pool",1907,1932,3,3,NA,NA,NA,"French",3
"463",13843,10537,"Marcelle Valiquet",1,"Shorthand Typist","Second Division","Pool",NA,1921,9,3,NA,NA,NA,"French",4
"464",13847,10553,"Marcelle Vaudequin",1,"Shorthand Typist","Second Division","Pool",1891,1921,8,29,NA,NA,NA,"French",4
"465",13848,10553,"Marcelle Vaudequin",1,"Shorthand Typist","Second Division","Pool",1891,1922,8,28,NA,NA,NA,"French",4
"466",13854,10553,"Marcelle Vaudequin",1,"Shorthand Typist","Second Division","Pool",1891,1923,8,31,NA,NA,NA,"French",4
"467",13855,10553,"Marcelle Vaudequin",1,"Shorthand Typist","Second Division","Pool",1891,1924,9,1,NA,NA,NA,"French",4
"468",13863,10502,"Maurice Tourneux",0,"Duplicating Operator","Second Division","Paris Office",1909,1931,3,24,NA,NA,NA,"French",3
"469",13864,10553,"Marcelle Vaudequin",1,"Shorthand Typist","Second Division","Pool",1891,1925,9,7,NA,NA,NA,"French",4
"470",13869,10553,"Marcelle Vaudequin",1,"Shorthand Typist","Second Division","Pool",1891,1926,8,30,NA,NA,NA,"French",4
"471",13873,10508,"Jean Charles Tranchet",0,"Clerk","Second Division","Internal Control",1915,1938,6,15,1840,12,15,"Swiss",4
"472",13878,10510,"Alice Trechsel ",1,"Messenger","Second Division","Duplicating & Multigraph Service",1905,1925,6,8,NA,NA,NA,"Swiss",3
"473",13883,10511,"Berthe Trechsel",1,"Messenger","Second Division","Duplicating & Multigraph Service",1907,1925,1,19,NA,NA,NA,"Swiss",3
"474",13891,10516,"Jean Troesch",0,"Clerk","Second Division","Opium Conference",1902,1924,8,25,NA,NA,NA,"Swiss",4
"475",13908,11587,"Marguerite Marie Baillot",1,"Stenographer","Second Division","Pool",1888,1922,6,11,NA,NA,NA,"French",4
"476",13925,10558,"Marie Antoinette Veillas",1,"Shorthand Typist","Second Division","Pool",NA,1921,8,20,NA,NA,NA,"French",4
"477",13954,10549,"Georges  Vattier",0,"Précis Writer","First Division","Mandates Section",1888,1929,11,11,NA,NA,NA,"French",7
"478",13983,9881,"Marie Louise Deche née Mabs",1,"Shorthand Typist","Second Division","General Assemblies Staff",1901,1926,9,6,NA,NA,NA,"French",4
"479",13987,9881,"Marie Louise Deche née Mabs",1,"Shorthand Typist","Second Division","Pool",1901,1929,3,1,NA,NA,NA,"French",4
"480",13992,10164,"Marie-Louise Cécile Schlesser",1,"Shorthand Typist","Second Division","Pool",1904,1925,9,2,NA,NA,NA,"French",4
"481",13995,10563,"Antoine Vellemann",0,"Interpreter-Translator","First Division","International Financial Conference",1875,1920,9,23,NA,NA,NA,"Swiss",7
"482",14032,10579,"Simone Veyenet",1,"Messenger","Second Division","Duplicating & Multigraph Service",1904,1922,8,27,NA,NA,NA,"Swiss",3
"483",14063,9913,"Paul Devinat",0,"Translator","First Division","General Assemblies Staff",1890,1920,11,10,NA,NA,NA,"French",7
"484",14064,8867,"Paul Guerie",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1883,1924,9,14,NA,NA,NA,"French",4
"485",14081,12116,"Paulette Besson",1,"Shorthand Typist","Second Division","General Assemblies Staff",1902,1931,NA,NA,NA,NA,NA,"French",4
"486",14090,9514,"Pierre Oger",0,"Copyist","Second Division","Pool",NA,1922,9,10,NA,NA,NA,"French",2
"487",14091,10623,"Paul Louis Wagniere",0,"Roneo Operator","Second Division","Information Section",1884,1924,8,25,NA,NA,NA,"Swiss",2
"488",14094,11506,"René Hingre",0,"Verbatim Reporter","Second Division","Pool",1878,1922,1,10,NA,NA,NA,"French",4
"489",14103,10633,"René Walzer",0,"Messenger","Second Division","Distribution of Documents",NA,1924,9,1,NA,NA,NA,"Swiss",3
"490",14112,10639,"G. Ward",0,"Proof-Reader","Second Division","International Financial Conference",NA,1920,9,18,NA,NA,NA,"English",5
"491",14114,11506,"René Hingre",0,"Verbatim Reporter","Second Division","Pool",1878,1926,9,29,NA,NA,NA,"French",4
"492",14120,10642,"Hilda Warren",1,"Telephone Operator","Third Division","Auxiliary Staff",NA,1919,7,14,NA,NA,NA,"English",1
"493",14121,10643,"Charles Warro",0,"Messenger","Second Division","Council",1900,1925,6,8,NA,NA,NA,"Swiss",3
"494",14143,10655,"L.  Webber",1,"Polycopist","Second Division","Duplicating & Multigraph Service",NA,1923,9,3,NA,NA,NA,"",2
"495",14152,10300,"Renée Pauline Soufflet-Delabarre",1,"Shorthand Typist","Second Division","Pool",1900,1925,9,7,NA,NA,NA,"French",4
"496",14153,10300,"Renée Pauline Soufflet-Delabarre",1,"Shorthand Typist","Second Division","Pool",1900,1926,9,6,NA,NA,NA,"French",4
"497",14160,9460,"Simone Neel",1,"Shorthand Typist","Second Division","General Assemblies Staff",NA,NA,NA,NA,NA,NA,NA,"French",4
"498",14167,9290,"Suzanne Aurélie Marie Meunier",1,"Shorthand Typist","Second Division","Pool",1902,1926,9,6,NA,NA,NA,"French",4
"499",14192,10682,"Edmond Weyeneth",0,"Polycopist","Second Division","Duplicating & Multigraph Service",NA,1922,9,4,NA,NA,NA,"",2
"500",14193,10682,"Edmond Weyeneth",0,"Roneo Operator","Second Division","Duplicating & Multigraph Service",NA,1923,8,27,NA,NA,NA,"",2
"501",14194,10597,"Vinot",1,"Shorthand Typist","Second Division","Pool",NA,1921,9,5,NA,NA,NA,"French",4
"502",14196,9587,"Yvonne Julia Paris",1,"Shorthand Typist","Second Division","General Assemblies Staff",1905,1925,9,7,NA,NA,NA,"French",4
"503",14200,11044,"Yvonne Lamouroux",1,"Stenographer","Second Division","Pool",NA,1920,4,20,NA,NA,NA,"French",4
"504",14206,10577,"Yvonne Vetzel",1,"Stenographer","Second Division","Pool",NA,1921,9,3,NA,NA,NA,"French",4
"505",14208,9294,"Georges Meyer",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1885,1922,9,24,NA,NA,NA,"French",4
"506",14209,9294,"Georges Meyer",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1885,1923,9,16,NA,NA,NA,"French",4
"507",14215,9294,"Georges Meyer",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1885,1924,9,14,NA,NA,NA,"French",4
"508",14216,9294,"Georges Meyer",0,"Verbatim Reporter","Second Division","General Assemblies Staff",1885,1925,9,20,NA,NA,NA,"French",4
"509",14242,10704,"Catherine Zani",1,"Secretary-Shorthand-Typist","Second Division","Under Secretary-Generals' in charge of Internal Administration Office",1898,NA,NA,NA,NA,NA,NA,"Italian",4
"510",14259,10713,"Arthur  Whiteley",0,"Office Keeper","Third Division","Internal Administration",1874,1920,3,22,NA,NA,NA,"English",2
"511",14274,10545,"Cesar Vandini",0,"Cyclist","Third Division","General Assemblies Staff",1905,1924,9,1,NA,NA,NA,"Italian",1
"512",14275,10545,"Cesar Vandini",0,"Cyclist","Third Division","General Assemblies Staff",1905,1925,9,7,NA,NA,NA,"Italian",1
"513",14277,11505,"Marie Hingre",1,"Shorthand Typist","Second Division","Council",1879,1931,11,16,NA,NA,NA,"French",4
"514",14281,10720,"Violet B.   Wilder",1,"Assistant Secretary","Second Division","Mandates Section",1893,1919,10,15,NA,NA,NA,"US-American",4
"515",14283,10721,"Marjorie I. Wilenski née Harland",1,"Translator","First Division","Barcelona Conference",1893,1921,3,10,NA,NA,NA,"English",7
"516",14286,10723,"Edy Jensen",0,"Messenger","Second Division","Information Section",1905,1924,9,4,NA,NA,NA,"Dane",3
"517",14294,9362,"Emile Molino",0,"Motorcyclist","Third Division","General Assemblies Staff",1902,1926,3,8,NA,NA,NA,"Italian",1
"518",14296,10730,"Alice Zbinden",1,"Telephone Operator","Third Division","Auxiliary Staff",NA,1920,11,1,NA,NA,NA,"",1
"519",14312,9362,"Emile Molino",0,"Motorcyclist","Third Division","General Assemblies Staff",1902,1926,9,6,NA,NA,NA,"Italian",1
"520",14314,9942,"Felicita Donzelli",1,"Copyist","Second Division","General Assemblies Staff",1879,1927,10,5,NA,NA,NA,"Italian",2
"521",14336,11923,"Chaulin-Servinière",1,"Shorthand Typist","Second Division","Washington Labour Conference",NA,1919,10,NA,NA,NA,NA,"French",4
"522",14377,10766,"Maria Magdalena Wilson",1,"Messenger","Second Division","Duplicating & Multigraph Service",1911,1930,3,13,NA,NA,NA,"English",3
"523",14385,10769,"Juliette Winkler",1,"Cleaner","Third Division","Auxiliary Staff",1909,1938,6,1,NA,NA,NA,"Swiss",1
"524",14393,10774,"J. de Wisniewsky",1,"Messenger","Second Division","Duplicating & Multigraph Service",NA,1922,8,28,NA,NA,NA,"",3
"525",14409,10783,"Margaret  Wood",1,"Stenographer","Second Division","Economic Conference",1894,1927,5,4,NA,NA,NA,"English",4
"526",14411,11548,"Olivia Rossetti-Agresti",1,"Interpreter","First Division","Pool",1875,1922,9,1,NA,NA,NA,"Italian",7
"527",14414,11548,"Olivia Rossetti-Agresti",1,"Interpreter","First Division","Pool",1875,1924,9,1,NA,NA,NA,"Italian",7
"528",14480,12104,"Janine Bielska",1,"Shorthand Typist","Second Division","General Assemblies Staff",1892,1924,9,1,NA,NA,NA,"Polish",4
"529",14488,13407,"Marie Josephine Galibert",1,"Shorthand Typist","Second Division","Economic Conference",1894,1927,5,4,NA,NA,NA,"French",4
"530",14490,8890,"Gertrud Guttmann",1,"Shorthand Typist","Second Division","Information Section",1898,1926,9,6,NA,NA,NA,"German",4
"531",14492,9910,"Marthe Héléne Deutschman",1,"Shorthand Typist","Second Division","General Assemblies Staff",1897,1925,9,2,NA,NA,NA,"Polish",4
"532",14494,9910,"Marthe Héléne Deutschman",1,"Shorthand Typist","Second Division","General Assemblies Staff",1897,1926,3,8,NA,NA,NA,"Polish",4
"533",14502,10830,"Raymond W. Anderson",0,"Précis Writer","First Division","The Hague Conference",NA,NA,NA,NA,NA,NA,NA,"English",7
"534",14503,10830,"Raymond W. Anderson",0,"Translator","First Division","Brussels Conference",NA,1920,9,NA,NA,NA,NA,"English",7
"535",14507,9780,"Sophie Podgorska",1,"Shorthand Typist","Second Division","Pool",1898,1924,9,1,NA,NA,NA,"Polish",4
"536",14508,9780,"Sophie Podgorska",1,"Shorthand Typist","Second Division","Pool",1898,1924,11,24,NA,NA,NA,"Polish",4
"537",14509,9780,"Sophie Podgorska",1,"Shorthand Typist","Second Division","Pool",1898,1925,1,19,NA,NA,NA,"Polish",4
"538",14515,9780,"Sophie Podgorska",1,"Shorthand Typist","Second Division","Pool",1898,1925,5,1,NA,NA,NA,"Polish",4
"539",14517,9780,"Sophie Podgorska",1,"Shorthand Typist","Second Division","Pool",1898,1925,6,18,NA,NA,NA,"Polish",4
"540",14523,8921,"Wanda Mcalpine",1,"Stenographer","Second Division","Pool",1888,1924,7,7,NA,NA,NA,"Polish",4
"541",14524,8921,"Wanda Mcalpine",1,"Stenographer","Second Division","Pool",1888,1925,5,6,NA,NA,NA,"Polish",4
"542",14532,11544,"Lisa Louise Wilhelmine Elisabeth Rose",1,"Shorthand Typist","Second Division","Information Section",1894,1926,3,6,NA,NA,NA,"German",4
"543",14536,9651,"Maria Petkiewicz",1,"Messenger","Second Division","General Assemblies Staff",1907,1926,3,8,NA,NA,NA,"Russian",3
"544",14554,10860,"A. Joucla-Pelous",0,"Interpreter","Interpreter","Labour Conference At Washington",NA,1919,10,18,NA,NA,NA,"French",7
"545",14558,10269,"Ruth Emelie Viktoria Slagbrand",1,"Stenographer","Second Division","Pool",1900,1925,9,7,NA,NA,NA,"Swedish",4
"546",14559,10487,"A. Tinguely",0,"Driver","Third Division","General Assemblies Staff",NA,1925,9,7,NA,NA,NA,"Swiss",1
"547",14560,10487,"A. Tinguely",0,"Driver","Third Division","General Assemblies Staff",NA,1926,9,1,NA,NA,NA,"Swiss",1
"548",14561,8706,"Adèle  Genoud",1,"House Staff","Third Division","General Assemblies Staff",1880,1923,9,3,NA,NA,NA,"Swiss",1
"549",14562,8706,"Adèle  Genoud",1,"House Staff","Third Division","General Assemblies Staff",1880,1924,9,1,NA,NA,NA,"Swiss",1
"550",14563,8706,"Adèle  Genoud",1,"House Staff","Third Division","General Assemblies Staff",1880,1925,9,7,NA,NA,NA,"Swiss",1
"551",14569,8706,"Adèle  Genoud",1,"House Staff","Third Division","General Assemblies Staff",1880,1926,3,8,NA,NA,NA,"Swiss",1
"552",14570,8706,"Adèle  Genoud",1,"House Staff","Third Division","General Assemblies Staff",1880,1926,9,6,NA,NA,NA,"Swiss",1
"553",14577,8706,"Adèle  Genoud",1,"House Staff","Third Division","General Assemblies Staff",1880,1927,5,4,NA,NA,NA,"Swiss",1
"554",14591,8786,"Alfred Gorgerat",0,"Liftboy","Third Division","General Assemblies Staff",NA,1922,8,30,NA,NA,NA,"Swiss",1
"555",14592,8786,"Alfred Gorgerat",0,"Liftboy","Third Division","General Assemblies Staff",NA,1923,9,3,NA,NA,NA,"Swiss",1
"556",14601,10887,"Mr Germain Paul Augustin d'Hangest",0,"Consultant","Consultant","Information Section",1883,NA,NA,NA,NA,NA,NA,"French",6
"557",14604,10889,"Mr Percy William Holder",0,"Proof-Reader","Second Division","Russian Refugees Section

",1892,NA,NA,NA,NA,NA,NA,"English",5
"558",14623,11074,"Amélie Baud",1,"Cleaner","Third Division","Pool",1871,NA,NA,NA,NA,NA,NA,"Swiss",1
"559",14624,10910,"Carlos Arcos",0,"League of Nations staff","League of Nations staff","Council",NA,NA,NA,NA,NA,NA,NA,"Spanish",8
"560",14626,9317,"André Michard",0,"Messenger","Second Division","General Assemblies Staff",1905,1921,9,2,NA,NA,NA,"Swiss",3
"561",14627,9317,"André Michard",0,"Messenger","Second Division","General Assemblies Staff",1905,1925,9,5,NA,NA,NA,"Swiss",3
"562",14643,10921,"Armand Pierre Arrerat",0,"Cyclist","Third Division","Paris Office",1890,1931,1,23,NA,NA,NA,"French",1
"563",14646,10924,"William Astor",0,"Temporary Member","First Division","Far East Commission of Enquiry (Manchurian Commission)",NA,1932,2,NA,NA,NA,NA,"English",8
"564",14656,10295,"Angeline  Sormani",1,"Messenger","Second Division","General Assemblies Staff",1900,1921,9,5,NA,NA,NA,"Swiss",3
"565",14678,9432,"Antoine Mutti",0,"Messenger","Second Division","General Assemblies Staff",1895,1926,3,8,NA,NA,NA,"Swiss",3
"566",14683,10563,"Antoine Vellemann",0,"Interpreter","First Division","General Assemblies Staff",1875,1921,9,2,NA,NA,NA,"Swiss",7
"567",14684,10563,"Antoine Vellemann",0,"Interpreter","First Division","General Assemblies Staff",1875,1922,8,31,NA,NA,NA,"Swiss",7
"568",14685,10563,"Antoine Vellemann",0,"Interpreter","First Division","General Assemblies Staff",1875,1924,9,1,NA,NA,NA,"Swiss",7
"569",14686,10563,"Antoine Vellemann",0,"Interpreter","First Division","General Assemblies Staff",1875,1926,3,8,NA,NA,NA,"Swiss",7
"570",14707,10970,"Labonne",0,"Verbatim Reporter","Second Division","Council",NA,1925,6,8,NA,NA,NA,"French",4
"571",14723,10977,"Edmond Georges Ruff",0,"Clerk","Second Division","Department II",1905,NA,NA,NA,NA,NA,NA,"Swiss",4
"572",14736,10982,"Hélène Rufer née Nabholz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1924,9,1,NA,NA,NA,"Swiss",3
"573",14737,10982,"Hélène Rufer née Nabholz",1,"Messenger","Second Division","Duplicating & Multigraph Service",1897,1925,9,4,NA,NA,NA,"Swiss",3
"574",14744,10986,"Frederic Edward Ruegg",0,"Clerk","Second Division","Distribution of Documents",1900,1924,8,15,NA,NA,NA,"English",4
"575",14747,10988,"Christine Ruegg",1,"Clerk","Second Division","Distribution of Documents",NA,1921,8,29,NA,NA,NA,"English",4
"576",14748,10988,"Christine Ruegg",1,"Clerk","Second Division","Distribution of Documents",NA,1922,9,2,NA,NA,NA,"English",4
"577",14774,11001,"Jean Emile Royer",0,"Interpreter","First Division","Translation",1900,1928,9,3,NA,NA,NA,"French",7
"578",14796,11011,"Albert Rousselle",0,"Cyclist","Third Division","Auxiliary Staff",1890,NA,NA,NA,NA,NA,NA,"French",1
"579",14800,11013,"F.W. Byford",0,"Unspecified","Clerk","Unspecified",NA,NA,NA,NA,NA,NA,NA,"British",10
"580",14818,8966,"Charles Mange",0,"Messenger","Second Division","General Assemblies Staff",1878,1924,9,1,NA,NA,NA,"Swiss",3
"581",14823,8966,"Charles Mange",0,"Messenger","Second Division","General Assemblies Staff",1878,1925,8,31,NA,NA,NA,"Swiss",3
"582",14824,9420,"Charles Munsch",0,"Motorcyclist","Third Division","General Assemblies Staff",1903,1923,9,3,NA,NA,NA,"Swiss",1
"583",14826,9420,"Charles Munsch",0,"Motorcyclist","Third Division","General Assemblies Staff",1903,1924,9,1,NA,NA,NA,"Swiss",1
"584",14828,10704,"Catherine Zani",1,"Shorthand Typist","Second Division","Under Secretary-Generals' in charge of Internal Administration Office",1898,NA,NA,NA,NA,NA,NA,"Italian",4
"585",14829,9420,"Charles Munsch",0,"Motorcyclist","Third Division","General Assemblies Staff",1903,1925,9,5,NA,NA,NA,"Swiss",1
"586",14855,9643,"Constance  Pesson",1,"Telephone Operator","Third Division","General Assemblies Staff",1890,1921,9,6,NA,NA,NA,"Swiss",1
"587",14892,9568,"Edgar Pagan",0,"Messenger","Second Division","General Assemblies Staff",1904,1924,9,1,NA,NA,NA,"Swiss",3
"588",14899,11072,"Fernand Reck",0,"Messenger-Cyclist","Third Division","Distribution of Documents",1911,NA,NA,NA,NA,NA,NA,"Swiss",1
"589",14941,11094,"Auguste Regamey",0,"Messenger","Second Division","Auxiliary Staff",1897,NA,NA,NA,NA,NA,NA,"Swiss",3
"590",14945,11096,"Renéx de Latour",0,"Cyclist","Third Division","Paris Office",1906,1925,NA,NA,NA,NA,NA,"French",1
"591",14967,9584,"Elysa Emilienne Caroline Paris",1,"Copyist","Second Division","Pool",1899,1923,8,13,123,10,23,"Swiss",2
"592",15003,11131,"A. Robert Reuhi",0,"Messenger","Second Division","Auxiliary Staff",NA,1922,9,1,NA,NA,NA,"Swiss",3
"593",15010,11138,"van Eysinga",0,"President of the Bureau","President","Advisory and Technical Committee for Communications and Transit of the League of Nations",NA,1921,NA,NA,NA,NA,NA,"Dutch",10
"594",15016,11141,"Baldwin",0,"Vice President","Vice President","Advisory and Technical Committee for Communications and Transit of the League of Nations",NA,1921,NA,NA,NA,NA,NA,"English",10
"595",15019,11143,"Fernandez y Medina",0,"Vice President","Vice President","Advisory and Technical Committee for Communications and Transit of the League of Nations",NA,1921,NA,NA,NA,NA,NA,"Uruguayan",10
"596",15049,11247,"Emile Auguste Leonnard",0,"Messenger","Second Division","Pool",1888,1927,4,29,NA,NA,NA,"Swiss",3
"597",15051,8987,"Emile Mariot",0,"Messenger","Second Division","General Assemblies Staff",1902,1925,9,7,NA,NA,NA,"Swiss",3
"598",15064,11175,"Germaine Lefevre",1,"Secretary Shorthand-Typist","Second Division","Budapest Office",1899,1924,4,8,NA,NA,NA,"French",4
"599",15065,11176,"Rosine Lefevre",1,"Secretary-Shorthand-Typist","Second Division","Budapest Office",1898,1924,4,1,NA,NA,NA,"French",4
"600",15070,8846,"Eugène Grisel",0,"Messenger","Second Division","General Assemblies Staff",1868,1924,9,1,NA,NA,NA,"Swiss",3
"601",15071,8846,"Eugène Grisel",0,"Messenger","Second Division","General Assemblies Staff",1868,1925,9,7,NA,NA,NA,"Swiss",3
"602",15111,10185,"Gaston Schorderet",0,"Cyclist","Third Division","General Assemblies Staff",1905,1924,9,1,NA,NA,NA,"Swiss",1
"603",15112,10541,"Gaston Vallotton",0,"Cyclist","Third Division","General Assemblies Staff",1906,1924,9,1,NA,NA,NA,"Swiss",1
